texto,respuesta
"So...three builds for the Cossack.  This may be a problem.  He approached me about making sure that I fend you off.  That was interesting, since all we have is a non-aggression pact.  But note that part of our deal was that he can't build in Warsaw.  That means you'll probably see F StP/nc.  I'm going to build a fleet to make sure we don't lose control of Scandinavia.

You may need to focus north more than planned.  I'm not looking to take any more than Demark, and I'm not going to break my NAP, but I can get into Denmark and the Baltic and lock him down.",1
"I haven't heard anything else from France, but if I don't help Austria this is going to be a very short game.  We're 2 turns in and Austria and Turkey are both on the mat.  They can slow Russia down if they work together - and it looks like they will - except Italy is making that a problem.

I'm hamstrung by my NAP.  I need to pressure Italy to help Austria.  I was planning on doing it through France, but that will be far too slow.  Tyrolia?  Likely bounce, but it may buy some time.

How do you want to handle France?  Dibs on Paris and Marsailles.  We can't let him up off the mat, but if you can't absorb Russian attention we're sunk.

I'm planning F Kie-BAL and A Ber-Kie, then lock up Denmark no matter what.  But these next couple moves have to be perfect.",1
"Ehhh, I'm not sure what I'm going to do with that fleet, actually.  Let me think about it and let you know.  Open to input.

By the way, if you're thinking of teaming up with Russia (or already have, said Germany, looking at the build in the Irish Sea) look at the board.  He has a clear path to a solo, and can cross the stalemate lines at StP right now, so they're of no concern.  He already has you 2-1 in the north, and Turkey and Austria will both be Russian by the end of 1903.

He told me he's not looking to solo because it'd be too hard to do with the 1910 limit.  With a big early jump, the smart money says that thought turns into seeing it as a challenge.",1
Can you please have your A Pic S Bel-Bur?,1
"NM about that either, actually.  Nothing is quite right yet.",1
"Yeah, I'm not entirely sure what to do at the moment. Russia contacted me about leaving each other alone, so the fleet in stp is somewhat of a surprise. I'm thinking I move from eng to nth and moving  lvp to iri.  I'm willing to support bel to but if you change your mind about that. We're in a tough position, though.",1
"I know it's late.  But if you bump Paris and move Eng-MAO you assure Brest in the fall, since I can move to Paris to break any support.",1
"France just contacted me. He believes that we should all work to stop the obviously powerful Russia. He suggested working with you to get pic south, but I don't think that will work very well. Do you have any ideas?",1
"What I think you should do is move Eng to Nth, convince Germany to let you move Bel(you wouldn't be taking it though, just moving through), and then convoy Bel to Nwy where you could really fight russia - from France",1
What do you think about that plan?,1
"I've been talking with France.  As I said, I'd like to walk away from him.  Give him the Iberian, recommend that he build to go to the Med.",1
"As you know, I have my suspicions that you're working with Russia.  Nature of the game.

So I'm not psyched about having you waltz through Belgium in a position to support a hold or misorder or even move to Holland.

That said, I'm open to some very fast brainstorming.",1
"That's understandable. Something else we might do is destroy my unit in pic so I could build an additional fleet, but that wouldn't be viable until the fall.",1
"I prefer doing that in the Fall, yes.  It puts us all a turn behind when he has a second fleet in the North already.",1
"A Bel - Ruh
A Ber - Kie
F Hol - HEL
F Kie - BAL
A Mun - Tyr",1
So do you want me to move to bel so that I can convoy?,1
Sure.  *Gulp*,1
Alright. Placing my orders.,1
Right.  Don't forget to save.  🙄,1
Good stuff.,1
I'm retreating to ska so we can take swe.,1
"I didn't like that at first, but after further consideration, I do.  You're not going to be convoying anywhere just yet.  I'm thinking you stay in Belgium, but support Hel-Den from the North Sea and have F SKA S BAL C Kie-Swe?  The only way he stops that is...if he  has Norway supports Sweden holding, I think?  Or uses Sweden to support Norway to SKA, I guess.  But in that case he still loses Sweden, and you retreat to BAL.",1
If we didn't need the centers so badly I'd convoy to Livonia anyway.,1
"Yup.  Okay, gotta run now.",1
"I think something that would work better is if you took SWE with BAL. That way I could break the support in NWY with NTH, and you could take DEN with either HEL or KIE. What do you think about that?",1
"Hmm.  He knows he can't save Sweden, so he may be resigned to losing it.  Assume that's true, and also that he doesn't think we'll bother to support into Norway because we can't take it.  What does he do?",1
"I desperately want to convoy, but it's fall, so if he gets a build it will be...not futile, but less impactful.

Right now in the South he's -1 in Austria.  He's facing a guessing game on whether he'll be -2 there, but most likely he'll be -2 in the area and +1 in Turkey.  Then +1 in Norway to offset.

I don't see any way he gets a build.

That being the case, the value of A Lvn is far more than a build for me and a disband for him.  Both of us will be even, as will he.  But A Lvn demands 3 units to defend.  It cripples him in the Balkans, and since I can break his support from StP we lock down all of Scandinavia next year.",1
"Alright, let's do that then. You convoy to lvn, and I support hel to den.",1
"So...

England
A Bel H
F NAO - NWG
F NTH S HEL - Den
F SKA S HEL - Den

Germany
F BAL C Kie - Lvn
F HEL - Den
A Kie - Lvn

?",1
"Yes, that works great.",1
Cool.  Done.,1
I only have a thumbs-down option on one of my messages... reposting:,1
"That assures Denmark, and the only real risk is that he moves Swe S Nor SKA, and StP-Nor.  Very unlikely that he's going to risk not getting Norway, though.",1
"Anyway, done.  Now to figure out what to do with Tyrolia and Ruhr...",1
"I was wrong, and you were right.  We have to take Sweden.  It's a long shot for Turkey and Austria to be able to offset him taking Norway, and an army in Lvn isn't going to be much good if he can build.",1
"https://www.backstabbr.com/sandbox/5538733581926400

I think that's the winner.
You lose Norway, gain Sweden and Belgium.
I lose Belgium, gain Denmark.
Russia gains Norway and Ankara, loses Sweden, and Budapest.
Austria gains Budapest, loses Serbia
Turkey gains Serbia, loses Ankara.

You get one build, all else washes.",1
"I thank you for your offer to support me into Sweden, this way I'm still in BAL and in position to convoy from Kiel or head to Munich, plus my fleet in Denmark is there to close the deal in Scandinavia.  You could send your other fleet to NWG, BAR, or swing south to help in the med.  We'll have 4 fleets to secure NWY/Sweden, and an army on the way to force his army to pull away.

...as long as he can't get a build.",1
"Check my thinking, and send other ideas.",1
Your thinking sounds good to me. The only question is do you want swe or do you want me to have swe?,1
I can support myself into Denmark and ensure I don't need to disband.  I'll take Sweden when you take Norway next year?,1
"BTW, I like France, but he's a threat to stab with nowhere to grow.  Which is the other reason I'm suggesting that you take Sweden - just in case Belgium.",1
"Just updated & saved:
F BAL S SKA - Swe
F HEL - Den
A Kie S HEL - Den
A Ruh - Mun
A Tyr - Tri

As long as you bump Norway and move Hel-Swe, we should be good.",1
"Alright, sounds good.",1
"Russia is reaching out to me about turning on you.  I assume the reverse is also true.  Don't buy it.

The reality is that he's totally on the ropes right now.  Scandinavia is lost to him, and with France and I starting to pressure Italy and Austria about done, Turkey is already matching his 7 centers and in a much better position both to grow and to stab.

I misread the Turkey relationship - alarm bells were going off, but that was a helluva lot of trust for a game that is (supposedly?) blind.  Given that I'm not confident that it *is* blind, we have to assume that they're acting as one power.

All of which is just a mush of thoughts, but I want to pass them to France as well to spur discussion.  I don't want him to feel left out and get antsy.  Especially when he has to build at Brest.",1
Russia actually hasn't spoken to me. Not since the beginning of the game.,1
Ideas on what I should build? I'm thinking fleet in edi.,1
"Okay, so this year we need to lock Norway down, ideally with a British army, make sure France is fully on board, figure out what's up with Italy, and penetrate east.

I think the clearest thing is that you take Norway in the Spring, and from Sweden.  He can't stop it, and with my Den-SKA he's left only with a retreat to BAL.

You'd then need to get the army in there in the fall.  We position in the spring and do the same with a convoy in the fall as well.  But to do that you need to stay in Sweden, which isn't a good use of a fleet - as it stands, Italy can legitimately be in the channel by winter.",1
"Alright, I'll attack nwy with swe and support from my fleets. Next phase I can convoy from Bel.",1
"If you can, I think you should move to ska so that his unit gets destroyed.",1
"I'm moving to SKA, but my guess is that he'll retreat to BAL.  He might disband anyway, but I doubt it.",1
"F BAL C Kie - Lvn
F Den - SKA
A Kie - Lvn
A Mun - Sil
A Tyr S Mar - Pie",1
"You are there, right?  I get that it didn't affect much that you hung out on your party barges near the North Pole, but we really need that convoy to Norway, along with vacating Sweden.

Are we good?",1
I entered my orders and made sure I updated them. I'm not entirely sure what happened. I'll convoy this phase.,1
"Okay.  I'm taking Sweden, though.

Maybe we sell it as a stab?  I'll bump StP, or take it if he gives up on Norway and moves that army.",1
France needs a build.  How do you feel about giving up Belgium? we,1
"F BAL - Swe

A Lvn - Stp

A Mun - Sil

F SKA S BAL - Swe

A Tyr S Pie - Ven",1
...unless I hear otherwise.,1
Sounds good,1
"Sweden is yours next year - apologies for the miscalculation.

It will be interesting to see where Russia disbands.  He either is open to one of us, or just *begging* for Turkey to smell the solk and stab.",1
"I was thinking something like:
F Fin - Stp/sc
F NTH - Nwy
F NWG - BAR
A Nwy S Fin - Stp/sc

Germany:
A Lvn - Mos
A Mun/Ber ?
A Sil - Gal
F SKA - Den
F Swe - BOT
A Tyr S Mun - Boh

This gets a fleet into StP instead of an army, but it's a lock rather than a hope.  I'd leave Sweden in the fall if that move doesn't succeed...and start scrambling to protect my home centers.

What do you think?",1
That sounds good to me!,1
"No, I think that's broken because of the disband and build.  I'll give it some thought, and I'd welcome your thoughts.",1
"Well, I like the moves you have for me, except the f nth - nwy, that would disrupt my attack, so I was thinking f nth s nwy.  I also like the moves you gave planned out for yourself. So whatever you want to change, let me know what you're doing and I'll tell you what I think.",1
"So that was interesting.  I'm actually not that bad off as long as France and Russia aren't coordinating, and more importantly, as long as you aren't with France.

Since clearly France can't be trusted, and obviously he'll have to come for you at some point to go for the win, maybe a convoy to Belgium is in order?  You can hold StP easily, get 2 builds, prevent France from getting any, and change the balance of power pretty dramatically.

If you really trust France you could also convoy to Holland and take a stab at crippling me permanently - he'll get +1 or +2, you'll get +2.  Though you risk bouncing with France if he gets greedy.  But if he builds, and you see a F Mar, you're in for a rough go.  If it's me, convoy to Belgium is the smarter play.  I don't even see it as a stab on your end - our alliance was three-way, and it is broken.  If you weren't in on it, it's broken for all of us.",1
"In either case, it's probably not a great idea to try to force your way into Russia via StP.  You've got it, and can hold it easily - there's a reason it's part of the stalemate lines.  You need to grow as fast as you can, or you're just waiting for a knife.  I was waiting for Turkey to stab Russia to give you an opening.  It didn't come, so I tried to force it and opened myself.  But if Turkey stabs now he'll collapse too quickly for you to get (or at least get with any chance to defend) more than one more center.

I would strongly consider figuring out lines and conditions with Russia so you can both dedicate your forces elsewhere.  And I say that knowing that a highly likely place for Russia to dedicate forces is at me.  But since the second most likely (and possibly first) is at Turkey, which takes a partner from France, it's worth the risk.

What's on your mind?",1
"As I look at what I just wrote, I am going to cut/paste it to Russia to facilitate discussions among the three of us.",1
"Are you still willing to work together? I never intended to use you as a meatshield, and hoped to remain allies with you to the end. Once I have Scandinavia locked down (which should be shortly) I will begin to redirect forces to assist you against France.",1
"I've got no problem with that.  I can make things tricky for awhile, I think.  I haven't actually looked at the adjudication, though.",1
"So, can we agree that we all need to put everything aside and stop Turkey?  He's 3 away from the solo...

I know I can't do much, but I can support y'all as needed and do whatever else I can.

(Sending to all remaining powers that aren't Turkey)",1
"Yes, that's the case",1
"I'm moving lvn to pru. You should support this move, as well as defend yourself in bur. This is to help prevent the ottoman advance.",1
"I was thinking A Ber - Sil
F Kie - BAL

with

F BAL - BOT
F Nwy - Stp/nc
F Pru S Stp - Lvn
A Stp - Lvn

and

A Hol - Ruh
A Mun - Boh
A Pie - Tyr
F Tun S TYS - ION
A Tus - Rom
F TYS - ION

I think Munich is safe no matter what happens (except if he vacates Bohemia).
St Petersburg is most likely locked down.
He expects you to move to Venice.  My guess is that he'll support himself on.  Let him.  You'll either slide into Rome or stop his fleet from doing the same.
Your fleet in TYS is protected.
I get to build an army, which should be the nail in the coffin of his chances to take a centre north of Switzerland.

Thoughts?",1
That sounds good to me,1
Can you defend Prussia?,1
Bal defend bur and all else defend min?,1
Mun*,1
"Works for me.  I was hoping to get Munich back to close the game out, but...",1
"You could talk to France about that, but it doesn't really matter. You're still alive and that's the important thing.",1
Would have been easy to do last turn.  A little harder now...,1
"Hello down there, Sultan!

Anything we need to talk about early, or should we just see what happens early?

Best,

- Kaiser",1
"Eh, I have the luxury of a boring country that CAN chill out and see how things shake out. 
And as much as I personally enjoy opening to Tyrolia as Germany, other people tend to look at me weird if I suggest it, so...I guess all I can really five into is to ask that you give me a heads up if you decide to pick a fight with a mutual neighbor so I can pile on",1
"So, you were going for the Slingshot Juggernaut, and had the rug pulled out, huh?  That hurts.  And Austria is in no position to provide much help.

What's the plan from this point?",1
"My hands are tied with my positioning and an NAP that runs through the end of this year, but I'm happy to work as an intermediary with you and Austria to help coordinate.

I've given you one bit of help - Russia can't build in Warsaw, so it takes one unit out of the South.",1
"Ugh, what a pain in the ass. I can't even rotate on him in a meaningful time frame, and Austria's going to be no help any time soon beyond protecting Bulgaria this turn.",1
"You could take him down together, unless he's working with Italy.  Even if he's not, Italy's going to feed on Austria - he's pretty committed - and come after you since you're exposed.  The upside is just that they wouldn't likely be explicitly helping each other.

I don't have anything preventing me from going at Italy, and he's really wrecking everything right now.  Plus, silent.  As far as I know, towards everyone.",1
"Let me know how I can help.  Looks like you have one set of moves that assures winning the guessing game,..",1
"Yes, Italy's silent. It's frustrating. 
If I make it through this turn, should be all good, though. Looks like y'all have Russia pretty well stopped in the North",1
"I'm sandboxing the mess you guys have down there.  Here's the thing: Russia is going to add a center in the north, and he can't get a build.  So y'all need to have him net no better than -1 down there.  Since we have to assume he's going to take Ankara, you need to take two centers in Austria/Balkans.

I think I have a solution, but I need to stress test.  It will need my Tyr for sure.  I'll be in touch with both of you soon.",1
"Are we looking at the same game?  If you and England coordinate, you're guaranteed to deny him a build up north, as you can force  Sweden.",1
"Yes, but until I worked through the stuff down hear that's not what we were going to do, which is the reason it was so critical.  As long as he wouldn't be able to build we would temporarily pass on Sweden for stronger position.  Him building makes it not a stronger position.  And so...",1
"Man, nothing look a good convoy to Livonia to wreck someone's day.",1
I was sure he'd smell it and counter.  I was floored to see it go through.,1
"He's been struggling a bit with tactics this game. Honestly, that was part of the reason I was so willing to accept his offer of an out-of-the-gate Juggernaut.",1
I'm not sure I believe that...,1
"*shrug*  No worries, just making small talk.  I do like your position now, though.",1
"I didn't mean that as hostile, and I only meant the first part.  He's either been really good or really lucky from what I've seen.",1
"He got pretty lucky in the opening - some of the tactical discussions have been questionable.  OTOH, there's the other really important fact that I've actually had discussions with him - total freaking radio silence from England and Italy, and not much more than that from France or Austria.  This has been a really non-talkative board for the most part.",1
"Italy has spoken to no one as far as I've heard.  England isn't very talky.  France is, but we've had less to talk about, really.  I had to convince him that moving to MAO and leaving Spain open was the smart play just now, and of course it took some convincing that I was going to just walk away from the blitzkrieg lines I opened up with.  That's probably natural.",1
"Probably - and he does seem to be fairly committed to the Med at this point.  Me tapping Tri instead of doing the army rotation I actually wanted to do might actually help convince him to keep going, as it means he's going to end up winning the race for Italian dots if he pushes on.  You look in pretty good shape, to be honest - France moving mostly away from you, all kinds of position on Russia, and an England prone to not moving, you're pretty much all opportunity right now 🙂",1
"My back door is open, I need to get France a build, and we have a serious problem controlling the Atlantic.

Hey, want to support me into Trieste?",1
"Ugh, you would hit that right as I was crashing. Let me wake up and check map.",0
"I'm not saying I necessarily want to move to Trieste.  But Italy is a problem for everyone right now, just in terms of resolution.  And the radio silence.",1
"Right-o. We do need to take the random element off the board. 
Not out of the question, my only hesitation is that it further accelerates what send to be your massive breakout opportunity here - doesn't look like you need a lot of help ballooning up to monster size right now. Otoh, your borders are kinda brittle at the moment until you get a couple builds in.",1
"Yes.  All that is true.

Hey, speaking of ballooning out to monster size, you had a nice year.

...just sayin'.",1
"Since you're on to Italy anyway, any chance you want to take Trieste?",1
"I did, but that will is almost dry. And, yes, I'm happy to take Trieste. Given the current positions, if nothing else changes, at most I get one Italian for after that, so next build (Trieste?) Is probably time to turn North. I assume that works well for you, too.",1
Is Russia willing to support you in?,1
"I believe so, yes.",1
Don't suppose I could convince you to dive for either Vienna or Warsaw as I'm covering the other two?,1
How you doin'?,1
Awesome.  Can I help you with anything that doesn't result in me sacrificing the game?,1
"BTW, I marked that I believed your message, but in all honesty I don't think you actually *care* about how I'm doing.  Just sayin'.",1
"Hey, I'm an empathetic guy :)
Seriously just checking in, making sure nobody's interested in throwing a spite-solo",1
"All set on my end.  Good lookin' out, though.",1
"Good morning, France.

I wanted to reach out to you to see where your mind is at initially.  I also wanted to let you know up front that, unless something changes, I will be moving to Ruhr.  I'm not worrying about Belgium at this point, but I do want to ensure that I have Holland locked down.  Most importantly, this isn't intended as hostility towards you.

With that out of the way, what's going on so far?  Have you heard from Italy, England, or Russia?  What are you hoping for early?",1
"Checking back in with one more question: would you prefer to plan a stand-off in Burgundy?  I'm not excited about it, but I'm open to it.",1
"Hi Germany! 

Bounce in Burgundy sounds good. But your move to Ruh... idk, not really liking that. Holland is guaranteed to you winter 1901 no matter if you have Ruh or not. The main reason you would move it there in 1901 would be to take Belgium, and then move in on me. It feels pretty anti-france. Hopefully we can work something out, and maybe even arrange an alliance against England? About that, have you heard anything from them? I havn't. 

Looking forwards to a good game! -France",0
"Yes, England reached out to me, and asked if I was interested in an alliance of the three of us.  I told him I wasn't, as that rarely ends well for Germany.  I told him I was definitely interested in allying with one of you, but not both.

I'm not a big fan of a bounce in Burgundy.  It's kind of a fear maneuver that puts both of us behind overall.  It's nice on your end, since it functions as your defense and frees up Marsailles.

Speaking of Marsailles - nothing from Italy?  I haven't heard from him yet.",1
What would the rest of S01 look like with the Burgundy bounce?,1
So... what are you going to do about ruhr? The rest of S01 really depends on where we want this to go. Do you want a full on alliance against england or just an agreement of DMZs and who gets what territories.,1
Nothing from italy...,1
"If you don't want to do a bounce where would munich go? I'm planning on moving to burgundy, because I don't really have anywhere to move it in the spring, and I don't 100% trust you.",1
"It's probably best that you don't 100% trust me.  That's kind of the game we play - we trust those we shouldn't, and doubt those we should trust.

I'm moving to Ruhr, which isn't considered to be anti-France generally.  Holland isn't garaunteed to me unless I pass on Denmark.  Moving to the Ruhr (or successfully to Burgundy, which I assume you wouldn't like) is the only way to ensure Holland without F-Kie-Hol.  If you're moving to Burgundy that will pretty much cast the die, I guess.

Honestly, if you haven't heard from Italy you might take that as a cue to be nervous.  He has every reason to want to come to an agreement with you.

You still haven't heard from England either?",1
"Enland isn't talking that much. They have communicated to me about an alliance with you, but I feel like they arn't that involved in this game and wouldn't be a good ally. For this reason I think we should work together to take them out",0
"I thought you were going to bounce me... oh well. I know I'm in Bur rn and that is generally considered an  anti-german position, but I don't really want to fight you, since I have my hands full w/ England.  Do you want to try to take out England? I could support Ruh into belgium if you were willing to support me sometime in the future",0
"I said I was moving to Ruhr.  How could I have moved to Burgundy as well?  Not only did I say I was moving to Ruhr, I said that it wasn't considered to be an anti-Frencb move, and that if you moved to Burgundy, the die would be cast.

I'm a little surprised that was somehow unclear...",1
"Look, I opened the game gunning for you, which was nothing more than a strategic choice.  I actually was kind of bummed about it - you seem more into the game and more talkative, both of which I like.

But things change.  Looking around, Russia - with whom I have a NAP expiring in the fall - is about to crush Austria and Turkey at once, which will makd him essentially unstoppable.  Based on the build in the Irish Sea, England is certainly not preparing to box him in up North, never mind pressure him.  He may be working with him.  As far as I can tell, Italy isn't talking to anyone, but jumped on Austria as well.  I need Austria to provide some resistance at the very least, and so do you.  You run the risk of losing without ever engaging with your conqueror.  To me, that's always the worst way to lose.",1
"Let's talk, and soon.  You got a build, and still have Spain there for a second.  If we can make peace, you can dig in.

Italy is the key to this, IMO.",1
Ok,1
I’m busy but can we work this out in like a few hours,1
Sure.,1
Ah! So close to adjudication. Ok are you there?,1
"Turns out yes, but not for too long",1
I agree that we need to stop Russia. I can't really directly contact him much but I will reach out to England/Austria/Italy.,1
"Okay...

Anything else?",1
"Well, what are you going to do?",1
Germany... I understand you want me to help with this russia thing but the truth is your a lot closer to russia than I am and frankly I can't completely trust that you won't attack me',1
"That's what I'm trying to figure out.  What I want to do is move to Tyrolia, you move to Marsailles and the Piedmont, and we make sure Britain can't stay on the continent.

But my default course, since we haven't been able to connect, is to come at you hard and make sure I get my builds on my back door.",1
...tough spot.,1
"Well, I would like that as well. But it definitly requires an element of trust.",1
Agreed.  My plan and my order set was to attack you.  It's the most obvious course.,1
Are you going to?,1
"Let me ask you.  Assume my moves were tactical, and that the strategically correct thing is to walk away right now.

Big leap of faith for both, but especially for you.

That said, look back and you'll see that I've done nothing but deal straight with you.",1
"Tell me you're in, and that you'll move Bur-Mar (then to Pie) and I'll believe you, make the leap of faith, and order Mun-Tyr.  Support me in Belgium in case England double crosses.  I'll move to the North Sea.",1
"I'm willing to do it; of course it probably isn't a good move in the short term, as I don't completely trust you... but nobody is going to win in the short term, either. So yes, I would do it. But I can't support you in belgiam since I'm moving Bur... but anyways, I actually think you should work with englnad and let them move to Bel, where they could convoy away next turn to Nwy which would really be a pain for russia(which would be good for us)",1
"Your going to have to talk to england about that last part, I told them and they said they were on board but you guys need to work it out",1
He already reached out to me.   Working on it.,1
Cut/paste:,1
"A Bel - Ruh

A Ber - Kie

F Hol - HEL

F Kie - BAL

A Mun - Tyr",1
ok,1
...and you'll support my move back to Belgium in the fall from Picardy?,1
So you want me to move to Pic?,1
Where's holland going?,1
"But yes, I will support you back into Bel",1
HELgoland Bight.,1
"Hmm. So i'm assuming that means Eng-Nth, for the convoy, right",1
Bal isn't the best spot...,1
But not really that many other options.,1
"I think that's the idea, yes.  He floated popping his A Pic, but that puts us way behind.",1
"Bal is perfect.  Fall is A Kie-Den, the. A Den-Livonia.",1
The army in Nwy will be amazing 😍 if it works,1
Ok. But it's going to trigger alarms for Russia. You don't have to do it right away.,1
Russia might try for Den this turn,1
Right.  That's Spring '03.  It's pretty late for dancing around.  Look at Austria and Turkey.  They're toast.,1
I can take Den back.  I have three units on it.,1
"Ok, sure",1
"Well, I hope all goes well.",1
"England says he's placing orders now.  Mine are placed/saved.

Yeah, me too.  *Gulp*",1
"Ooh, got a message from austria. Says russia isn't talking and turkey is working w/ russia",1
Turkey isn't.  Just got bit on a fake slingshot Juggernaut.  See the convoy across the black sea that didn't happen?,1
Sry. Meant italy is working w/ russia,1
typo,1
This worked out good.,1
Italy helped austria get russia,1
"Oh.  I suspected that, but couldn't get my hands around it.  Austria told me that he suspected, but had no evidence.  I haven't heard from Italy at all, and everyone has said the same to me.",1
"Yup.  Okay, gotta run now.",1
Same here. Italy is mute. Looks like I won't be getting Spain either,1
Ok. Nice work. Talk tmrow,1
"Why are you not getting Spain?  A Mar S MAO-Spa/sc is a lockdown.

Personally I'd be more worried about doing that and seeing F WES-MAO.  But then, life's a gamble.  Plus, with Austria in the Ionian and me in Tyrolia, I'm not sure he'll be going on distant explorations right now.  You might even consider skipping the support.  Run F MAO-Spa/SC and A Mar-Pie.  Not the safest, but it has a certain swagger to it.  And, sadly, I'm not above that being a tiebreaking factor.  🤨",1
"Thoughts on the Fall?  Spain, I assume.  Nice break that Austria's in the Ionian, which should open up a path for you.

I'm not sure what to do with my A Ruhr, and I'm open to suggestions.  If you do end up supporting from Mar, how do you feel about Tyr-Pie?  I'm not saying I'll do it, but it's an option.  Not a great option, but still.",1
Mar to piedmont definitly,1
"Tyr could support that move or try for Viena, triest, or venice",1
"I would probably move Ruh to kiel. There arn't really any great options. If england turns on you, you *might* be able to get denmark back, and from kiel you can always convoy.",1
Or you could move to munich where you have  access to a lot of stuff.,1
"ANy thoughts on what I could do with Paris? Rn i'm thinking 
A Bur - Mar
F MAO - Spa/sc
A Mar - Pie",1
"ANd then Paris could go to Burgundy, could hold, could move to gascony, or could move to picardy and then we could work out a convoy and basically send it anywhere",1
Which of those do u lke?,1
"As much as I'd love to see you in Piedmont, you risk missing a build from Spain unless you support yourself in.",1
"Hmm, ok, so say you move to piedmont. What next? Also what do u think about paris?",1
Not sure about Paris.  Piedmont will be open in the Spring - with me in Tyrolia Italy needs his A Ven in the east.,1
"Russia is reaching out to me about turning on you.  I assume the reverse is also true.  Don't buy it.

The reality is that he's totally on the ropes right now.  Scandinavia is lost to him, and with France and I starting to pressure Italy and Austria about done, Turkey is already matching his 7 centers and in a much better position both to grow and to stab.

I misread the Turkey relationship - alarm bells were going off, but that was a helluva lot of trust for a game that is (supposedly?) blind.  Given that I'm not confident that it *is* blind, we have to assume that they're acting as one power.

All of which is just a mush of thoughts; I shared them with England as well to spur discussion.  By the way, what are your plans at this point?  You need to get into the Med in a hurry, of course.  Britain may be able to bring a fleet around to help after the next year or so.  I've got an army I'm able to dedicate, kinda - I'm expecting a push west from Warsaw now.",1
Hi germany. Sorry for the late response. I had too much fun on the weekend.,1
Can you suppport me into Pie?,1
Italy's fleet in Wes is a real pain. I'm going to just need to guess where they are going,1
"I'll support to Pie.  Move to MAO, with someone moving to Gas and to Mar. You can take back Spain if he slips in, but prevent all sorts of other nonsense if he gets to MAO.  We also need to get you a build if for another fleet.  Else maybe pop an army so you can build.",1
"F BAL C Kie - Lvn
F Den - SKA
A Kie - Lvn
A Mun - Sil
A Tyr S Mar - Pie",1
You're covering MAO?,1
Yes,1
"A bre - gas
A bur - Mar
A mar - Pie
A par - bur
F spa/sc - MAO",1
"We both need builds.  I'll try to support you into Venice.  It *probably* won't work, but there's a shot.  Turkey is heading to the Ionian and it makes sense that he might team up with Russia to take it, which would let my support go through.

I could take it, but it takes me out of position, whereas you'd be able to get Mar through to Pie as well.  On the other hand, I'm assured of taking it, and you can take Belgium - England is vacating.

Let me know what you think.",1
"F BAL - Swe

A Lvn - Stp

A Mun - Sil

F SKA S BAL - Swe

A Tyr S Pie - Ven

...unless I hear otherwise.",1
sounds good,1
"A Bur - Bel
A Gas - Spa
A Mar - Pie
A Pie - Ven
F Spa/sc - MAO",1
Thanks.  Are you communicating with Britain as well?,1
"Hey, can I assume those builds will float?  You're racing Turkey, and he has a nice head start...",1
Talking a bit with England. Builds will float ofc 😝,1
"Well, one of them I guess.

I have to say, you guys are both making me pretty nervous right now.",1
Oops. I had sent you a message before explaining that but ig I forgot to press one of the  emojis so it didn't send,0
"But yeah sorry about that, I had put that in as my orders and then forgot to change them",0
Hopefully you don't take that too agressivly... I wont' move them towards you. I'm going to push everything I have at italy,0
"Hey Germany,
Everybody vastly overreacted, worrying that I was going to go for the solo, since I had 11 centers. Even though I clearly wasn't going to, literally EVERYONE teamed up against me, reducing me to 9. And frankly, I wouldn't be surprised if the attack continued.  Meanwhile, turkey has gotten 12 centers, and is in a great position—Russia is exposed, and they are likely going to break through my defenses as well. It's more than likely that turkey is going for the solo. Just saying—if turkey wins, it's because all of u guys were selfish and ignored the bigger threat at hand. On that note, I hope turkey doesn't win, and that we can come together to stop them(much like you did to me). BTW I am sending this message to everybody. Hopefully we can work together to stop turkey",0
"So, can we agree that we all need to put everything aside and stop Turkey?  He's 3 away from the solo...

I know I can't do much, but I can support y'all as needed and do whatever else I can.

(Sending to all remaining powers that aren't Turkey)",1
"Ha, I already did that but not too you because of how puny you are 😵",0
"...and Russia, then?",1
Because it seems you're running out of potential allies.,1
"Hey, I think we can agree that we need to take whatever measures possilble to stop Turkey from getting one more supply center. We just need to last one more year, and I think with some communication it might be possible. Please support me from Burgundy into munich.",0
Im also attacking venice and rome,1
"I told england to support you in your territores, as Englands centers will not be taken but yours very possible might be.",1
"This game is probably over, but we need to try",1
"I legitimantly think we can stop turkey from getting one more center. Support me hold in munich, and I will attack Tyr, which means that I keep munich no matter what.  I'm making a play on rome, and may get that. Turkey doesn't have enough force to take any centers(berlin or Stp)",1
What about:,1
"I was thinking A Ber - Sil
F Kie - BAL

with

F BAL - BOT
F Nwy - Stp/nc
F Pru S Stp - Lvn
A Stp - Lvn

and

A Hol - Ruh
A Mun - Boh
A Pie - Tyr
F Tun S TYS - ION
A Tus - Rom
F TYS - ION

I think Munich is safe no matter what happens (except if he vacates Bohemia).
St Petersburg is most likely locked down.
He expects you to move to Venice.  My guess is that he'll support himself on.  Let him.  You'll either slide into Rome or stop his fleet from doing the same.
Your fleet in TYS is protected.
I get to build an army, which should be the nail in the coffin of his chances to take a centre north of Switzerland.

Thoughts?",1
"Ok, these moves are good. But most of this doesn't even matter, because this is the last season before the hard cap. Right now my orders are the same as the ones you said, but Munich is holding. It makes more sense, because if I got into Boh, I would lose Munich.",1
